caption,id,male,female,gender_label,gpt4_gender
<start> a young woman sitting on a couch with a child <eos>,bdf8cc27db3b71901e7b40a1d65a877b,False,True,female,female
<start> a woman standing in front of a table with a pair of scissors <eos>,f9e2104479cff8597f29195991953b0,False,True,female,female
<start> a woman sitting on top of a wooden bench in a forest <eos>,30cfa99634e656259b2d5137598a5fc,False,True,female,female
<start> a little girl holding a little girl in her hand <eos>,ec958648be153f23e74cb5b79d4bc6,False,True,female,female
<start> a young woman sitting at a table with a cell phone in her hand <eos>,db1f4bb74ab0a0827c5fae4b75ce87b2,False,True,female,female
<start> a black and white photo of a woman in a white dress <eos>,57c7f2b325e1513dc289f2d114fccf,False,True,female,female
<start> a young woman holding a toothbrush in her hand <eos>,ca529c646376563c74417c2b8746930,False,True,female,female
<start> a young girl standing on the side of the road with a frisbee <eos>,d9694c3918573c75d13928a940e88e,False,True,female,female
<start> a woman standing in front of a christmas tree in a room <eos>,ee955a473a951a23f24d5eba83e9946,False,True,female,female
<start> a woman in a black shirt is holding a teddy bear in a room <eos>,6435b94694d4a78834df50111fb7fe81,False,True,female,female
<start> a young girl wearing a red hat is holding an umbrella and a hat <eos>,5c4d1cf4cb2f40f9fde7826c2254e14,False,True,female,female
<start> a woman wearing a red shirt and a black tie <eos>,ca42adda765ee67e4721d833d3cc5e7c,False,True,female,female
<start> a woman standing in front of a christmas tree in front of a christmas tree <eos>,f94298058cda31cda12fb79c254aab,False,True,female,female
<start> a woman holding a pair of scissors in her hands <eos>,6de88c26664574dad3e41fb24a7e76ff,False,True,female,female
<start> a woman in a blue jacket is holding a snowboard in the air <eos>,2adb50345fe1adca44a97e3eb3a1540,False,True,female,female
<start> a little girl is holding a baby in her hand <eos>,1b4f9cbabd3ef31256a125e7668e3a64,False,True,female,female
<start> a woman holding a glass of wine in front of a mirror <eos>,ef5ae081a57e3af28ef1a2c4490b4ba,False,True,female,female
<start> a woman standing on a beach near a body of water <eos>,f12d5f3be029fbb1ebe499231c569756,False,True,female,female
<start> a young woman standing next to a wooden bench on a bridge <eos>,a4ab7f2ebd66f9ca8e2737312bd5f27,False,True,female,female
<start> a woman and a woman are cutting a wedding cake <eos>,8f87bbd657065a62b38c7f122e812,False,True,female,female
<start> a woman sitting at a table in front of a bunch of food <eos>,bc132034f1cd520e963aec8bda44a7e,False,True,female,female
<start> a young girl is sitting on a bench with a dog <eos>,23cfcaf339f15f36551ef929def832,False,True,female,female
<start> a woman standing in front of a brick building with a clock <eos>,9b68c9ba25debad6c22a6f2d89d3fa,False,True,female,female
<start> a little girl sitting next to a child in a chair <eos>,952667e29afad10ce2e3b03e45b7e9,False,True,female,neutral
<start> a woman sitting on top of a wooden bench in front of a building <eos>,fefadc7db4c4a34d637695d408bc42a,False,True,female,female
<start> a young woman holding a cell phone in her hand <eos>,f05b11f634b3928785c333263ceade,False,True,female,female
<start> a young woman in a pink dress shirt and tie <eos>,abe77a83740f116d125141153fe89af,False,True,female,female
<start> a young woman holding a pair of scissors on a tennis court <eos>,46283e3150f49a91d0782941b5527780,False,True,female,female
<start> a little girl brushing her teeth in a bathroom <eos>,33dc58dbd262af4a41a1e8766646eadf,False,True,female,female
<start> a group of cows standing on top of each other in a room <eos>,f42139f263c48f3321794ab4f08c6d,False,True,female,neutral
<start> a young woman sitting on a couch holding a nintendo wii controller <eos>,b79cc3c2af7416cc8f4ff79ce0d5d023,False,True,female,female
<start> a little girl sitting on the ground holding a cell phone <eos>,86ec7f3699499a2498f5c4d33bb5c4bb,False,True,female,female
<start> a woman in a pink shirt is holding an umbrella and a woman <eos>,2ee05c833071c25dd115307250b3d43d,False,True,female,female
<start> a young woman in a red dress is holding a red and white frisbee <eos>,a4577e1117556ec832c8d668984ba8,False,True,female,female
<start> a young woman is brushing her teeth with a tooth brush <eos>,67c3c71fc5384eddcd76109b6245e5e7,False,True,female,female
<start> a young woman standing in a field holding a frisbee <eos>,9f4fde51126fd95a11a5d0d1ba90d65a,False,True,female,female
<start> a young woman sitting at a table with a plate of food on a table <eos>,87ff324b5ed4fc24c993d65bd87a9cb,False,True,female,female
<start> a young girl is sitting on a bed with a cell phone <eos>,8e11231292afe2b269e0fde01f48,False,True,female,female
<start> a young woman is sitting on a bench with her cell phone <eos>,3962e1294761e188521d93ba89e7f7e9,False,True,female,female
<start> a woman sitting on a couch with a dog in her hand <eos>,32f6ca46662eaa7bd585607c16f015,False,True,female,female
<start> a woman sitting on top of a bench in a field <eos>,431024cc93b6f11f9ce00e08bfeacee,False,True,female,female
<start> a cow standing next to a black and white cow <eos>,a02a4b9de7926fcecf473f97879b7ca1,False,True,female,neutral
<start> a woman talking on a cell phone in front of some trees <eos>,a79ba421862480b9baa49e1b7a57a14,False,True,female,female
<start> a group of people sitting at a table with a cake and a candle <eos>,d0d74c23e836de9e1bf43e187c13726d,False,False,neutral,neutral
<start> a group of people standing next to each other on the water <eos>,6671f0c82b6663a6ecd56a0b862b37,False,False,neutral,neutral
<start> a tall building with a clock on top of it <eos>,945442198dce66f4c0cdc8f6d6847f55,False,False,neutral,neutral
<start> a herd of animals that are in a field <eos>,98889fb64ad09821a3604e3fe171fa60,False,False,neutral,neutral
<start> a table with a glass of wine and a glass of wine <eos>,89ed3982a928ce423c71aa86112b9d80,False,False,neutral,neutral
<start> a group of people standing next to each other in a room <eos>,504c9045a4c4a4123d9af02da75726,False,False,neutral,neutral
<start> a view of a large body of water with trees in the background <eos>,8ebab79ad68f7581bf9489267e24823,False,False,neutral,neutral
<start> a close up view of a blue sky with a blue sky background <eos>,c063fae7838ef0f4f664f93f337de6,False,False,neutral,neutral
<start> a group of people standing in front of an airplane with a large clock <eos>,317c29a3468816d3ddcb1851384bb4,False,False,neutral,neutral
<start> an old house with a wooden bench in front of a house <eos>,5757a19154127c5a3b1e565116d6997,False,False,neutral,neutral
<start> a group of people sitting in a living room playing a video game <eos>,26445ee71134ddc3583c3b11e33c1b48,False,False,neutral,neutral
<start> a close up view of a bunch of trees <eos>,e8106b5a2cb63a32c3a13c75b4c872d,False,False,neutral,neutral
<start> a close up shot of a blue and white photo <eos>,b050389d1626c071c9921681a32d7f4,False,False,neutral,neutral
<start> a view of a city with a city skyline in the background <eos>,a8feef62904be24f570de5b0f64ade,False,False,neutral,neutral
<start> a close up of a person holding a stuffed animal on a table <eos>,8a5787ebe0e91cc297e6e62c89d64c5,False,False,neutral,neutral
<start> a street sign on the side of a road with trees in the background <eos>,755c766cc0759f79b0ca1e2c12402caa,False,False,neutral,neutral
<start> a person standing next to a mountain in a field <eos>,53b730707046218b057645c828aa6b8,False,False,neutral,neutral
<start> a group of people standing next to each other in a room <eos>,529d32acc3e78cbdf9702cfd5cce6ce5,False,False,neutral,neutral
<start> a group of people sitting at a table in a restaurant <eos>,b16ca7ed1ab3a903fc6011852e156d,False,False,neutral,neutral
<start> a view of a window with a large window in the background <eos>,10c7832f455bd6c6dee44e1bdfc041da,False,False,neutral,neutral
<start> a train on a track near a mountain side <eos>,d51a1cfbbeb4359e18840a07d9e3620,False,False,neutral,neutral
<start> there is a stop sign on the side of the road <eos>,d6c9ba9a36b234abde4eec11e6bb1326,False,False,neutral,neutral
<start> a person riding a skate board on a road <eos>,31ec1465a9d44e67c2550672458b061,False,False,neutral,neutral
<start> an airplane is parked on the tarmac at an airport <eos>,f7fd54f1ebdd1f1d111d8c0847dd5f,False,False,neutral,neutral
<start> a bird standing in the middle of a grassy field <eos>,cd2fbec6797d76b64eb367ab1578394e,False,False,neutral,neutral
<start> a traffic light on a busy city street with a building <eos>,f3d78582ac65f482bcc6e731a07db8fd,False,False,neutral,neutral
<start> a street sign that is on the side of a building with a sky background <eos>,fa6a46e5aadf9c697f8cb81fd5e02dfa,False,False,neutral,neutral
<start> a close up view of a green and green field with a green sky <eos>,ee7b489aedd6bf474e794965b8ec362,False,False,neutral,neutral
<start> a group of people standing in the middle of a city <eos>,a038694df47d898cd8ab596311702e27,False,False,neutral,neutral
<start> a cat sitting on top of a table next to a window <eos>,3e21e2c048d7e4ce13e615ed892895,False,False,neutral,neutral
<start> a bunch of flowers in a grassy area with flowers <eos>,d75e334c3e2d9889d68a0f82270d539,False,False,neutral,neutral
<start> a large building with a clock on top of it <eos>,7743fdc9bd95167da55576437cb38b95,False,False,neutral,neutral
<start> a pair of scissors sitting on top of a blanket on a bed <eos>,a26bb01ecf362e62b390306616b87f2,False,False,neutral,neutral
<start> a house that has a house in front of it <eos>,b7ec559451edb769a2a72d71a5e76296,False,False,neutral,neutral
<start> a close shot of a black and white photo of a person <eos>,aed26182ed44b2164e37c2ded305536,False,False,neutral,neutral
<start> a group of people standing next to each other on the street <eos>,6a402a4630948744e5d0cfeced574169,False,False,neutral,neutral
<start> a bus parked in front of a tree in the woods <eos>,df65d0b765327b48a3b4026f63f1b43,False,False,neutral,neutral
<start> a tall building with a clock on top of it in the background <eos>,2fb315ccf24b9ee5a64d21facf552d1,False,False,neutral,neutral
<start> a wooden bench in the middle of a field <eos>,e22cffdad8421cbad89272f2497a6b53,False,False,neutral,neutral
<start> a small vase filled with pink flowers in a vase <eos>,4bac54dd652bbc37d2d1b278d0dce779,False,False,neutral,neutral
<start> a group of people standing in front of a building <eos>,848c8cd32a6576e49cec66a59e399b,False,False,neutral,neutral
<start> a group of animals sitting in the grass next to some rocks <eos>,ea7aec58407a1b3e81ae246eb6d9b9,False,False,neutral,neutral
<start> a large building with a clock on top of it <eos>,228ba18a59de67cae9695239c0cda4a0,False,False,neutral,neutral
<start> a group of people sitting at a picnic table eating food <eos>,a8765a96b06737adbd914a7f4d641ff5,False,False,neutral,neutral
<start> a close up view of a bird on the ground with a bird in the background <eos>,f84977e4020df9d81e4c3e492b86bc,False,False,neutral,neutral
<start> there is a beach that has a bunch of boats in the background <eos>,3112f7bdee29e47222cf22ef797554,False,False,neutral,neutral
<start> a close up of a sign on the side of a building <eos>,19acbfbb2e2f3d7cc58c140f2ef45,False,False,neutral,neutral
<start> a bunch of birds sitting on the ground in a dirt field <eos>,f7987dc2647ed35159e6d7cd517e4d9,False,False,neutral,neutral
<start> a cat sitting on top of a metal wire fence <eos>,c38c6ad3d2a1aae8e9f786ded25bd9c0,False,False,neutral,neutral
<start> a group of people sitting at a table with a laptop <eos>,771b5489833e7b8a222b2c474a9762,False,False,neutral,neutral
<start> a car is parked on the side of the road <eos>,45c43b9be25698567763a5bd363c277,False,False,neutral,neutral
<start> a train is on the tracks in a train station <eos>,e93486b4c5194a57dcb961259f2c2c0,False,False,neutral,neutral
<start> a black and white photo of a building in the background <eos>,c7c0ace57fcb0753538b966877f3d9,False,False,neutral,neutral
<start> a white house with a red and white house in the background <eos>,23af9c8b1e109be8b0a48efaa7905e,False,False,neutral,neutral
<start> a car driving down a street next to a traffic light <eos>,8151f736ad522d6b56c16a124a0f0,False,False,neutral,neutral
<start> an old brick building with a clock on the side of it <eos>,d58745d9da6b7a95f14f61249b2d2cd7,False,False,neutral,neutral
<start> an old brick building with a clock on the side <eos>,ff76bd255833bb135e1935ea693e138,False,False,neutral,neutral
<start> a group of young people standing next to each other on a street <eos>,b679d6d313111acd67edd578db758fa,False,False,neutral,neutral
<start> a house with a house in front of a house <eos>,7511facf7ac6a02d6493cec449a4258,False,False,neutral,neutral
<start> a man and a woman sitting at a table with a cake <eos>,731952134f6bfebaaa97793d2e7a224,True,True,neutral,neutral
<start> a bunch of different types of different kinds of donuts <eos>,77c4c45b5f0e48de1fe7d82b2f4ec68,False,False,neutral,neutral
<start> there is a mountain in the middle of the mountains <eos>,48483e7ecb61eb46dc99f5f32e7adca9,False,False,neutral,neutral
<start> a group of people standing next to each other on a beach <eos>,bc1015ac581f70a735b38ff48381e1ed,False,False,neutral,neutral
<start> a red stop sign sitting on the side of the street <eos>,be71d5cc25b22fc19a3e41755c7c84e,False,False,neutral,neutral
<start> a large tree in the middle of a green forest <eos>,d7b86258765111a2dbfb523528f4ff0,False,False,neutral,neutral
<start> a view of some mountains in the mountains <eos>,e2b667cb3226c2c6a6f37acfb970178,False,False,neutral,neutral
<start> a person is walking down a street with an umbrella in the background <eos>,796b83c513ad12b83e90cc7a969157,False,False,neutral,neutral
<start> a table topped with a cake and a bottle of wine <eos>,c390d9b150a6979148ecf4a202b4443,False,False,neutral,neutral
<start> a stone wall in a park with a lot of grass <eos>,99158b80d5bc2a1da7d5a37e0e138a7,False,False,neutral,neutral
<start> a group of people standing on top of a body of water <eos>,e3d5373c89762fb5821f5a74a81eac94,False,False,neutral,neutral
<start> a view of a car driving down the road <eos>,137773883aee71e3981717cfe4c3e86e,False,False,neutral,neutral
<start> a large building with a clock on the side of the road <eos>,d94e91ca66dd84bd5597fafad3bf19c7,False,False,neutral,neutral
<start> a sandy beach with a large body of water and a clock on the beach <eos>,4b7545188188c4c42e777ade147c1de,False,False,neutral,neutral
<start> a bird is perched on a wooden bench in a garden <eos>,6da32e61d6b8631aced5f2963fd630,False,False,neutral,neutral
<start> a field filled with lots of trees in a field <eos>,1afc6422a1c8773c6c6d2599fcbae3f,False,False,neutral,neutral
<start> a plate of food that is on a table <eos>,614b2b3463b83def29a695916704cd0,False,False,neutral,neutral
<start> a close up picture of a stuffed animal on a table <eos>,4d698225b8136149475a280a6544df,False,False,neutral,neutral
<start> a bunch of electronic devices sitting on top of a green light <eos>,3ea197ff9c4d6c22ef9153fd1623f39c,False,False,neutral,neutral
<start> a black and white photo of a clock on a cloudy day <eos>,fca33b93296a67f1f325db297d25543,False,False,neutral,neutral
<start> a bunch of cars are parked next to each other on a snowy day <eos>,bcf03e5c1f1a7677d72bd553ad8b208,False,False,neutral,neutral
<start> a group of people standing on top of a lush green hillside <eos>,1a5efa1d911d5abbbd23de11e21e165d,False,False,neutral,neutral
<start> a close up picture of a stuffed animal on a table <eos>,f5f58cd50f3f293b3819f64977de59d,False,False,neutral,neutral
<start> a person riding a motorcycle down the street <eos>,f9ff9664c248b5fb8d3a3cb5cc25279,False,False,neutral,neutral
<start> a couple of people standing next to each other on a couch with a remote <eos>,44fc19abbfeb2b7716842a835fe1b67,False,False,neutral,neutral
<start> a red stop sign sitting on top of a lush green field <eos>,35f03baf4f4ea15a867bea79b7d2a69,False,False,neutral,neutral
<start> a group of people standing next to each other on a sidewalk <eos>,a07bc26866d2edc86ea69d6dfe0f33c,False,False,neutral,neutral
<start> a dog standing in the middle of a snow covered field <eos>,a360ac62b6d78d2cc9747e56f7380d,False,False,neutral,neutral
<start> a close up view of an airplane on the ground <eos>,948abd24c4c96446ad2c6fc6de1a837c,False,False,neutral,neutral
<start> a red car parked on the side of the road <eos>,92b0c2fe67665a9d9e4f7d53932c3144,False,False,neutral,neutral
<start> a man and a woman standing next to each other in front of a mirror <eos>,f3b0ab9518ec215daacf52c6bd3cb0b3,True,True,neutral,neutral
<start> a group of people walking down a road with a bridge <eos>,3c43c79c85a8e41fbd78cacfe47390,False,False,neutral,neutral
<start> a person riding a surfboard in the middle of a river <eos>,401efe44a688cb188fedf211b15b5128,False,False,neutral,neutral
<start> a group of people standing next to a wooden fence <eos>,ecda98af56d9b5883742322e8ca2e5,False,False,neutral,neutral
<start> a person riding a bike down a road <eos>,bd97751fd164a1d9e4a395d59b52daf,False,False,neutral,neutral
<start> a group of people standing next to each other in a field <eos>,8cf4b5b3ec965e09ec55c3ebe59f2dc,False,False,neutral,neutral
<start> a close up view of a black and white photo <eos>,51875554cc37e08472a6d7c68b999257,False,False,neutral,neutral
<start> a group of people standing next to each other on a bridge <eos>,485ee3dddb7343d1f3855a1a79d02f,False,False,neutral,neutral
<start> a man and a woman sitting at a table with a cell phone <eos>,ffee4d19968b3557ccfc3cd2bab3af71,True,True,neutral,neutral
<start> a black and white photo of a dock with a boat in the water <eos>,2fcfe9ffadaff5b752f164ff3132996,False,False,neutral,neutral
<start> a group of people standing in front of a table filled with lots of food <eos>,32c76fb5c0101f669a7174793ab2d3,False,False,neutral,neutral
<start> a group of people standing next to each other on a sidewalk <eos>,6c7027ecd77114bd0a1f52f2ecb5c2,False,False,neutral,neutral
<start> a wooden bench in front of a fence in a building <eos>,9f444255c6f38bfc2c0318cd365d711,False,False,neutral,neutral
<start> a tree in the woods in the woods <eos>,d278e3152ad362c91b3f73208eab5b62,False,False,neutral,neutral
<start> a bride and groom cutting a wedding wedding cake with a wedding cake <eos>,ac27f9be7b4c9651ea72827621aa37,True,True,neutral,neutral
<start> a close up view of a green plant in a green field <eos>,9d6860262e66dab3258ec55362f6f842,False,False,neutral,neutral
<start> a man and a woman standing next to each other holding their cell phones <eos>,d284eef131666841454d04dfbc4d16,True,True,neutral,neutral
<start> there is a mountain in the middle of the mountains <eos>,bcb0c21b0572d128fd05e6619ef4c6e,False,False,neutral,neutral
<start> a man and a woman standing next to each other holding a cell phone <eos>,e0aa5cecd19e3321672a4cf95da649e,True,True,neutral,neutral
<start> a view of a large building with a lot of trees and a building <eos>,56e2f839ae5c125718392642eca44ce,False,False,neutral,neutral
<start> a room filled with lots of furniture in a room <eos>,4187c6a764eb6c9e918ccd68e68112b6,False,False,neutral,neutral
<start> a group of people standing in the water on a surfboard <eos>,8a12ded9eb5961ce79232b2fb73ffbc,False,False,neutral,neutral
<start> a group of people sitting at a table in front of a table with a glass of wine <eos>,8959c58745b79aa53db9403bf073b57d,False,False,neutral,neutral
<start> a view of a bathroom with a toilet and a sink <eos>,98cb2de755898d9b63da5651e435623d,False,False,neutral,neutral
<start> a group of people sitting on a bench in a room <eos>,fe2e50b823dfccda9bc26031cf2c1ebb,False,False,neutral,neutral
<start> a tall clock tower on a cloudy day <eos>,4267a0997f954c4e1f9eb51339885be,False,False,neutral,neutral
<start> a window looking out a window in a house <eos>,da1dbf777e3b78c879ff9e88bdffe52d,False,False,neutral,neutral
<start> a close up view of a blue sky with a blue sky <eos>,e292141ea7a203024c262b924b9d5de,False,False,neutral,neutral
<start> two people are sitting on a boat in the water <eos>,b6365be0af24a367871030c654a4d2b1,False,False,neutral,neutral
<start> a black and white photo of a brick building with a clock on it <eos>,93238fb13a9c17836ebd9723cb8fb0,False,False,neutral,neutral
<start> there is a glass of wine on a table <eos>,b39b3dcfaa5d7c8e15bab3f5ea2a78e4,False,False,neutral,neutral
<start> a baseball player swinging a bat at a baseball game <eos>,4f5abd88d5d1557ee43515f0715cd8,False,False,neutral,neutral
<start> a close up shot of a black and white photo of a black and white bird <eos>,d9e3d543542777e9b6a9cef384eeb,False,False,neutral,neutral
<start> a group of people sitting at a table in front of a cake with a candle <eos>,c342e2adca43ae7d7fa2b7c34872be3,False,False,neutral,neutral
<start> a clock tower in the middle of a city <eos>,1ed658ba234df5bcc522c18598b2d3,False,False,neutral,neutral
<start> an elephant standing next to a body of water near some trees <eos>,3631caf39095162538dfb61803e93cb,False,False,neutral,neutral
<start> a group of people standing next to each other on the ground <eos>,7897fe212083e28e7d6a220fbaadd86,False,False,neutral,neutral
<start> a group of people standing in front of a red bus <eos>,954ba35df6665c29e1275d7b1aa54d4,False,False,neutral,neutral
<start> an old rusty fire hydrant sitting on the side of a road <eos>,b1c9f5b1c870808fcd9a69e35427e60,False,False,neutral,neutral
<start> a picture of a mountain in the middle of a mountain <eos>,7a2cb9d8d55987530cddee0b2988,False,False,neutral,neutral
<start> a black and white frisbee in the middle of a street <eos>,81c655cc63945782a7af1a6256b3366,False,False,neutral,neutral
<start> a bunch of fruits are sitting on a wooden table <eos>,9eabf7962161d528871946d137eb4a4f,False,False,neutral,neutral
<start> a group of people sitting on a bench in the street <eos>,70cae6f952d5b5e1a2b5e618cbe4db0,False,False,neutral,neutral
<start> a city street filled with lots of tall buildings <eos>,3a9ea3c6d6e4c382f9b2b5fef69293f,False,False,neutral,neutral
<start> a bunch of clocks hanging on a wall in a room <eos>,fb31e4585dcaeee3efc91c339ee5125d,False,False,neutral,neutral
<start> an old fashioned clock is sitting on top of a wooden table with a clock on it <eos>,65e334a29bab923ab3df1bf85f74b3b4,False,False,neutral,neutral
<start> a group of people standing in front of a building with a sign on it <eos>,ed657a3fa116da23f98b93fe2724a35,False,False,neutral,neutral
<start> a group of people standing in front of a building with a bunch of lights <eos>,f112fad44b908ae691e59682b998917,False,False,neutral,neutral
<start> a yellow fire hydrant sitting on the side of a dirt road <eos>,9d1d8adae1db3ec2f04ea2f88ab0e5ef,False,False,neutral,neutral
<start> a car parked in front of a parking lot <eos>,b0d2cac25f4fdb23c739a6c375e55cd,False,False,neutral,neutral
<start> a man in a suit and tie standing in front of a woman <eos>,6a288789c2686db810817ee9e3a71,True,True,neutral,male
<start> a close up view of a yellow fire hydrant on the side of a road <eos>,d67ad79c6bbf60c969eb95d86366ea,False,False,neutral,neutral
<start> a close up shot of a red bus in front of a store <eos>,43f3b5e07b13f3771e8b4c518ee879e3,False,False,neutral,neutral
<start> a baseball player holding a bat on a baseball field <eos>,ef594f8e5889b182639e3e9dc56f6a,False,False,neutral,neutral
<start> a person holding a red teddy bear in the snow <eos>,ab92a84407c657a1528315ee436fd7,False,False,neutral,neutral
<start> a group of people standing next to each other on a stage <eos>,733b6b469fe17a97714bff75b7de70,False,False,neutral,neutral
<start> a group of people standing next to each other on a beach <eos>,f046ba77d4b9fd92c6fbc3cdc53715b3,False,False,neutral,neutral
<start> a group of people standing on top of a sandy beach with a surfboard <eos>,7bb21e50f1b3e21863e576bca2622f1,False,False,neutral,neutral
<start> a statue of a statue of a statue on top of a building with a clock on it <eos>,116cdfe76996229c3a2d1abd9d3975f5,False,False,neutral,neutral
<start> there is a book on a table with a book on it <eos>,74d89f8eb88a862011965af2324cf84,False,False,neutral,neutral
<start> a pair of scissors sitting on top of a wooden cutting board <eos>,c0ceb06f3cdfb37af35a4872987a736c,False,False,neutral,neutral
